hash,filename,testcase,type
7515701c46ae6e050913f82b1e672a12e3419b75,JwtRsaSsaPkcs1SignKeyManagerTest.java,testRawTemplatesAreRaw,added
7515701c46ae6e050913f82b1e672a12e3419b75,JwtRsaSsaPssSignKeyManagerTest.java,testTinkTemplatesAreTink,added
7515701c46ae6e050913f82b1e672a12e3419b75,JwtRsaSsaPssSignKeyManagerTest.java,testRawTemplatesAreRaw,added
c3c68343e4f50ec312927ff3a2032f7368753a1d,JwtPublicKeySignVerifyWrappersTest.java,test_noPrimary_getSignPrimitive_fails,added
c3c68343e4f50ec312927ff3a2032f7368753a1d,JwtPublicKeySignVerifyWrappersTest.java,test_noPrimary_getVerifyPrimitive_success,added
c3c68343e4f50ec312927ff3a2032f7368753a1d,JwtPublicKeySignVerifyWrappersTest.java,test_wrapSingleRawKey_works,added
c3c68343e4f50ec312927ff3a2032f7368753a1d,JwtPublicKeySignVerifyWrappersTest.java,test_wrapMultipleRawKeys,added
32f99a3f1d3ec422a550c2f4f8cff9ca902452cb,JwtEcdsaSignKeyManagerTest.java,testKeyFormatsAreValid,added
32f99a3f1d3ec422a550c2f4f8cff9ca902452cb,JwtHmacKeyManagerTest.java,testKeyFormatsAreValid,added
32f99a3f1d3ec422a550c2f4f8cff9ca902452cb,JwtRsaSsaPkcs1SignKeyManagerTest.java,testKeyFormatsAreValid,added
32f99a3f1d3ec422a550c2f4f8cff9ca902452cb,JwtRsaSsaPssSignKeyManagerTest.java,testKeyFormatsAreValid,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtMacWrapperTest.java,test_wrapLegacy_throws,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtMacWrapperTest.java,test_wrapSingleRawKey_works,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtMacWrapperTest.java,test_wrapSingleTinkKey_works,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtMacWrapperTest.java,test_wrapMultipleTinkKeys,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtPublicKeySignVerifyWrappersTest.java,test_wrapLegacy_throws,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtPublicKeySignVerifyWrappersTest.java,test_wrapSingleTinkKey_works,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtPublicKeySignVerifyWrappersTest.java,test_wrapMultipleTinkKeys,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa4096AlgoRS512F4TemplateWithManager_ok,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa3072AlgoRS384F4TemplateWithManager_ok,added
40c9c58dce5c8f3dc20d12eb26555b9d1ef092c9,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa3072AlgoRS256F4TemplateWithManager_ok,added
8a9d9f6f79656631462a8e43b25e731a41b62318,PaymentMethodTokenRecipientTest.java,testShouldDecryptECV1WithNonStrictJsonEncoding,added
f01bac9b1ddbc1818a0e5d439e6b6be1c9eb5d2e,AesCtrHmacStreamingTest.java,testFailIfFipsModeUsed,added
1efefeb32c410ef63208b886b41b3cbec91db6e0,RsaSsaPssSignJceTest.java,testBasicAgainstVerifierLargerKey,added
1efefeb32c410ef63208b886b41b3cbec91db6e0,RsaSsaPssVerifyJceTest.java,testWycheproofVectors3072,added
5e4ceb4c079e25492bad3d0cb626142837395241,EcdsaSignKeyManagerTest.java,testKeyFormats,added
3f17236a57119841b349a1c43e966826e65a69ee,EciesAeadHkdfPrivateKeyManagerTest.java,testKeyFormats,added
6e17ac6a16ab03c4dba023e441036212f9e4cd11,RsaSsaPkcs1SignKeyManagerTest.java,testKeyFormats,added
6e17ac6a16ab03c4dba023e441036212f9e4cd11,RsaSsaPssSignKeyManagerTest.java,testKeyFormats,added
fffd119cd061a2883ca2bbbef4c961f7f6b19917,HkdfPrfKeyManagerTest.java,testKeyFormats,added
710411a8ef0e44be5115d71f1b9c29620f4692b6,AesGcmHkdfStreamingKeyManagerTest.java,testKeyFormats,added
e767489e11f66d162637f73dbe75eee6e44a3208,AesCmacKeyManagerTest.java,testKeyFormats,added
4b77644b14def003fba2cca8c7eb2ba5a05a8e2a,AesCmacPrfKeyManagerTest.java,testKeyFormats,added
15d8be42b86f3a6febb57700ac552f47aba91906,AesCtrHmacStreamingKeyManagerTest.java,testKeyFormats,added
05f2559522d167479ae167dff1c7578efe7e62da,HmacKeyManagerTest.java,testKeyFormats,added
b78ab0ada42ada9a45f94e2f5b11bc815051698e,HmacPrfKeyManagerTest.java,testKeyFormats,added
baec802789dd0bab9864304e14f774741248f7d1,AesSivKeyManagerTest.java,testKeyFormats,added
f1691f552296861570415926f6dab24a2e11298a,Ed25519PrivateKeyManagerTest.java,testKeyFormats,added
0535fd1a983734e3fa499c8f92861d6d0df3b760,AesCtrHmacAeadKeyManagerTest.java,testKeyFormats,added
0535fd1a983734e3fa499c8f92861d6d0df3b760,AesEaxKeyManagerTest.java,testKeyFormats,added
0535fd1a983734e3fa499c8f92861d6d0df3b760,AesGcmSivKeyManagerTest.java,testKeyFormats,added
0535fd1a983734e3fa499c8f92861d6d0df3b760,ChaCha20Poly1305KeyManagerTest.java,testKeyFormats,added
0535fd1a983734e3fa499c8f92861d6d0df3b760,XChaCha20Poly1305KeyManagerTest.java,testKeyFormats,added
0fe6466868b6897065e69d16631753449efb6fc5,RegistryTest.java,testRegisterKeyTypeManager_keyTemplates_works,added
0fe6466868b6897065e69d16631753449efb6fc5,RegistryTest.java,testRegisterKeyTypeManager_disallowedNewKey_keyTemplates_works,added
0fe6466868b6897065e69d16631753449efb6fc5,RegistryTest.java,testRegisterAssymmetricKeyManagers_keyTemplates_works,added
0fe6466868b6897065e69d16631753449efb6fc5,AesGcmKeyManagerTest.java,testKeyFormats,added
26b94b9c8ddf7346fca0adc27242b42e2b9a4ef3,RsaSsaPkcs1SignJceTest.java,testBasicAgainstJce3072,added
26b94b9c8ddf7346fca0adc27242b42e2b9a4ef3,RsaSsaPkcs1SignJceTest.java,testFailIfFipsModuleNotAvailable,added
26b94b9c8ddf7346fca0adc27242b42e2b9a4ef3,RsaSsaPkcs1VerifyJceTest.java,testWycheproofVectors3072,added
26b94b9c8ddf7346fca0adc27242b42e2b9a4ef3,RsaSsaPkcs1VerifyJceTest.java,testFailIfFipsModuleNotAvailable,added
e227aec14e004ee5c5713e65ff84245c3c4336ad,Ed25519SignTest.java,testFailIfFipsModuleNotAvailable,added
e227aec14e004ee5c5713e65ff84245c3c4336ad,Ed25519VerifyTest.java,testFailIfFipsModuleNotAvailable,added
8811d79cb35334ff3cf19e7c28ad9505346f9cb5,PrfHmacJceTest.java,testFailIfFipsModuleNotAvailable,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes128CtrHmacSha256_4KB,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapSinglePkcs1_works,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes128CtrHmacSha256_1MB,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes256CtrHmacSha256_4KB,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes256CtrHmacSha256_1MB,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes128GcmHkdf_4KB,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes128GcmHkdf_1MB,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes256GcmHkdf_4KB,added
cc235d8503c4263085bcca6d480dcba5f23b2f1a,StreamingAeadKeyTemplatesTest.java,testAes256GcmHkdf_1MB,added
7ac97cb8d3e9955d3c87db0c6dd6aeeb5e6aa858,AeadKeyTemplatesTest.java,testCreateKmsEnvelopeAeadKeyTemplate,added
b7b1009f3428e26ce55ca94490f35694c6ee34f5,XChaCha20Poly1305KeyManagerTest.java,testDeriveKey,added
b7b1009f3428e26ce55ca94490f35694c6ee34f5,XChaCha20Poly1305KeyManagerTest.java,testDeriveKeyNotEnoughRandomness,added
b7b1009f3428e26ce55ca94490f35694c6ee34f5,XChaCha20Poly1305KeyManagerTest.java,testDeriveKeyWrongVersion,added
b7b1009f3428e26ce55ca94490f35694c6ee34f5,AesSivKeyManagerTest.java,testDeriveKey,added
b7b1009f3428e26ce55ca94490f35694c6ee34f5,AesSivKeyManagerTest.java,testDeriveKeyNotEnoughRandomness,added
b7b1009f3428e26ce55ca94490f35694c6ee34f5,AesSivKeyManagerTest.java,testDeriveKeyWrongVersion,added
18e4deed73962c195535af591ca1ea2cde7ff047,EcdsaSignJceTest.java,testFailIfFipsModuleNotAvailable,added
18e4deed73962c195535af591ca1ea2cde7ff047,EcdsaVerifyJceTest.java,testFailIfFipsModuleNotAvailable,added
b220276a6ec922328f8d9e275fbbc452abd7cf66,ChaCha20Poly1305Test.java,testFailIfFipsModuleNotAvailable,added
4359f3aaf9450849f1a7a3eec37559e42b1b3050,AesSivTest.java,testFailIfFipsModuleNotAvailable,added
cae0793f97ee438758a6a439ff68e85bcd58630b,AesEaxJceTest.java,testFailIfFipsModeUsed,added
1ff7e7e87ac850631b4bc6710618e283283f7982,AesCtrJceCipherTest.java,testFailIfFipsModuleNotAvailable,added
d66bc52f5721bb85f0e65e31ca12963a6f611ad3,AesGcmJceTest.java,testFailIfFipsModuleNotAvailable,added
2656c0f2a95e710913bf7930e7cbca943f4ad074,EngineFactoryFipsTest.java,testConscryptUsedAsProviderForCiphers,added
2656c0f2a95e710913bf7930e7cbca943f4ad074,EngineFactoryFipsTest.java,testConscryptUsedAsProviderForMac,added
2656c0f2a95e710913bf7930e7cbca943f4ad074,EngineFactoryFipsTest.java,testConscryptUsedAsProviderForSigner,added
6dac77376fde8b3bd1f1860fe75816f9e5192bce,PrfAesCmacTest.java,testFipsCompatibility,added
2e127e0a5c3ee731ce524bcdb4f857015c327a58,MacConfigTest.java,testNoFipsRegister,added
2e127e0a5c3ee731ce524bcdb4f857015c327a58,MacConfigTest.java,testFipsRegisterFipsKeys,added
2e127e0a5c3ee731ce524bcdb4f857015c327a58,MacConfigTest.java,testFipsRegisterNonFipsKeys,added
a687286358cce3ee7948e9ecfd546ae66036bddc,PaymentMethodJsonEncodingTest.java,testExactOutputOfJsonEncodedSignedKey,added
a687286358cce3ee7948e9ecfd546ae66036bddc,PaymentMethodJsonEncodingTest.java,testExactOutputOfJsonEncodeCertificate,added
a687286358cce3ee7948e9ecfd546ae66036bddc,PaymentMethodJsonEncodingTest.java,testExactOutputOfWeirdJsonEncodeCertificate,added
6b9587770449da4e41d87d317305786b0a724e90,StreamingAeadConfigTest.java,testNoFipsRegister,added
6b9587770449da4e41d87d317305786b0a724e90,StreamingAeadConfigTest.java,testFipsRegisterNonFipsKeys,added
d9fcd7792434f1bf4055116512935175bda3474f,PaymentMethodJsonEncodingTest.java,testExactOutputOfJsonEncodeCiphertext,added
d9fcd7792434f1bf4055116512935175bda3474f,PaymentMethodJsonEncodingTest.java,testExactOutputOfJsonEncodeSignedMessage,added
e347b3a57b01aee980fe364fb19569858c3810b4,SignatureConfigTest.java,testNoFipsRegister,added
e347b3a57b01aee980fe364fb19569858c3810b4,SignatureConfigTest.java,testFipsRegisterFipsKeys,added
e347b3a57b01aee980fe364fb19569858c3810b4,SignatureConfigTest.java,testFipsRegisterNonFipsKeys,added
c8d8711ba36bd745d1d1965c12bfb455c8a543dc,EngineFactoryFipsTest.java,testConscryptUsedAsProvider,added
c8d8711ba36bd745d1d1965c12bfb455c8a543dc,EngineFactoryFipsTest.java,testNoFallback,added
f92abb5e6033643e45fb12263cdafb1c7add83be,HybridConfigTest.java,testNoFipsRegister,added
f92abb5e6033643e45fb12263cdafb1c7add83be,HybridConfigTest.java,testFipsRegisterNonFipsKeys,added
c4d35da927d6095e0df246d5205b35a49077099e,DeterministicAeadConfigTest.java,testNoFipsRegister,added
c4d35da927d6095e0df246d5205b35a49077099e,DeterministicAeadConfigTest.java,testFipsRegisterNonFipsKeys,added
e9ab3ed451d72c9aeb41cc8f9232c26f4a9f7dcf,EngineFactoryFipsTest.java,testConscryptUsedAsProvider,added
e9ab3ed451d72c9aeb41cc8f9232c26f4a9f7dcf,EngineFactoryFipsTest.java,testNoFallback,added
2665c68d004674666959fd03c6b83b33b1402dfe,JsonKeysetReaderTest.java,testReadKeyset_hugeKeyId_convertsIntoSignedInt32,added
2665c68d004674666959fd03c6b83b33b1402dfe,JsonKeysetReaderTest.java,testReadKeyset_keyIdWithComment_throws,added
2665c68d004674666959fd03c6b83b33b1402dfe,JsonKeysetReaderTest.java,testReadKeyset_withoutQuotes_throws,added
a0b8ff6d5231a12b3d42cd563b1ac2f0c3be7eb5,AeadConfigTest.java,testNoFipsRegister,added
a0b8ff6d5231a12b3d42cd563b1ac2f0c3be7eb5,AeadConfigTest.java,testFipsRegisterFipsKeys,added
a0b8ff6d5231a12b3d42cd563b1ac2f0c3be7eb5,AeadConfigTest.java,testFipsRegisterNonFipsKeys,added
39fccbd1ca3c46883bbcc86b2ea7cc24984b94ca,PaymentMethodTokenSenderTest.java,testECV1WithTestdataSeal,added
b7f440a220f5d6dc87a325d7450e5bf2c46ae89f,JwtMacWrapperTest.java,test_wrapSingleKey_works,added
b7f440a220f5d6dc87a325d7450e5bf2c46ae89f,JwtMacWrapperTest.java,test_wrapMultipleKeys,added
7f50ab72ea13243f99d2b1c5b300d16f85dba08c,Ed25519PrivateKeyManagerTest.java,testDeriveKey,added
7f50ab72ea13243f99d2b1c5b300d16f85dba08c,Ed25519PrivateKeyManagerTest.java,testDeriveKeySignVerify,added
7f50ab72ea13243f99d2b1c5b300d16f85dba08c,Ed25519PrivateKeyManagerTest.java,testDeriveKeyNotEnoughRandomness,added
7f50ab72ea13243f99d2b1c5b300d16f85dba08c,Ed25519PrivateKeyManagerTest.java,testDeriveKeyWrongVersion,added
7f50ab72ea13243f99d2b1c5b300d16f85dba08c,Ed25519SignTest.java,testKeyPairFromSeedTooShort,added
9c4a46f0f3b23ca5c541591c326b01a7cf8e4de7,JwtPublicKeySignVerifyWrappersTest.java,test_wrapNoPrimary_throws,added
9c4a46f0f3b23ca5c541591c326b01a7cf8e4de7,JwtPublicKeySignVerifyWrappersTest.java,test_wrapNoRaw_throws,added
9c4a46f0f3b23ca5c541591c326b01a7cf8e4de7,JwtPublicKeySignVerifyWrappersTest.java,test_wrapSingleKey_works,added
9c4a46f0f3b23ca5c541591c326b01a7cf8e4de7,JwtPublicKeySignVerifyWrappersTest.java,test_wrapMultipleKeys,added
4bfa5ad09aefd2a45b71b3c1550544583895243c,JwtPublicKeySignVerifyWrappersTest.java,test_wrapNoPrimary_throws,added
4bfa5ad09aefd2a45b71b3c1550544583895243c,JwtPublicKeySignVerifyWrappersTest.java,test_wrapNoRaw_throws,added
4bfa5ad09aefd2a45b71b3c1550544583895243c,JwtPublicKeySignVerifyWrappersTest.java,test_wrapSingleKey_works,added
4bfa5ad09aefd2a45b71b3c1550544583895243c,JwtPublicKeySignVerifyWrappersTest.java,test_wrapMultipleKeys,added
0d80be63b338891f46f9a98dd5c5c5f266f1afc2,AeadConfigTest.java,testNoFipsRegister,added
0d80be63b338891f46f9a98dd5c5c5f266f1afc2,AeadConfigTest.java,testFipsRegisterFipsKeys,added
0d80be63b338891f46f9a98dd5c5c5f266f1afc2,AeadConfigTest.java,testFipsRegisterNonFipsKeys,added
06fe37912f457be9f74d0031faafbe7c59579c81,TinkFipsTest.java,testFipsOnlyModeDisabledAlgorithmCompatibility,added
06fe37912f457be9f74d0031faafbe7c59579c81,TinkFipsTest.java,testFipsOnlyModeEnabledAlgorithmCompatibility,added
06fe37912f457be9f74d0031faafbe7c59579c81,TinkFipsTest.java,testFipsOnlyModeEnabledAlgorithmCompatibilityNoBoringCrypto,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapEmpty_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapNoPrimaryPss_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapNoPrimaryPkcs1_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapNoRawPkcs1_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapNoRawPss_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapNoRawEcdsa_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapSinglePss_works,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapSingleEcdsa_works,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapMultiplePkcs1_works,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeySignWrapperTest.java,test_wrapMultiplePss_works,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapEmpty_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapNoPrimaryPss_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapNoPrimaryPkcs1_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapNoRawPkcs1_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapNoRawPss_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapNoRawEcdsa_throws,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapMultiplePkcs1_works,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapMultiplePss_works,added
e12068af9d34c46cacdfa759ab942d7f29181aac,JwtPublicKeyVerifyWrapperTest.java,test_wrapMultiplePss_works,added
9e49b69d831ef7a9084a3da1d81901b59f94e5e7,TinkFipsTest.java,testNonFipsAlgorithmStatus,added
0bddd902ac9f9bfa021e18fe234c7c9250590b9e,JwtEcdsaSignKeyManagerTest.java,testDeriveKey_throw,added
0bddd902ac9f9bfa021e18fe234c7c9250590b9e,JwtEcdsaSignKeyManagerTest.java,testJwtES256Template_ok,added
0bddd902ac9f9bfa021e18fe234c7c9250590b9e,JwtEcdsaSignKeyManagerTest.java,testJwtES384Template_ok,added
0bddd902ac9f9bfa021e18fe234c7c9250590b9e,JwtEcdsaSignKeyManagerTest.java,testJwtES512Template_ok,added
0bddd902ac9f9bfa021e18fe234c7c9250590b9e,JwtEcdsaSignKeyManagerTest.java,testJwtES256TemplateWithManager_ok,added
0bddd902ac9f9bfa021e18fe234c7c9250590b9e,JwtEcdsaSignKeyManagerTest.java,testJwtES384TemplateWithManager_ok,added
0bddd902ac9f9bfa021e18fe234c7c9250590b9e,JwtEcdsaSignKeyManagerTest.java,testJwtES512TemplateWithManager_ok,added
24134a073c5e1638f36a7e8d1a9ac9d2fda8f7ea,KmsAeadKeyManagerTest.java,testKmsAeadWithBoundedClient_success,added
24134a073c5e1638f36a7e8d1a9ac9d2fda8f7ea,KmsAeadKeyManagerWithGcpTest.java,testGcpKmsKeyRestricted,added
24134a073c5e1638f36a7e8d1a9ac9d2fda8f7ea,KmsEnvelopeAeadKeyManagerTest.java,testKmsAeadWithBoundedClient_success,added
24134a073c5e1638f36a7e8d1a9ac9d2fda8f7ea,KmsEnvelopeAeadKeyManagerWithGcpTest.java,testGcpKmsKeyRestricted,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testDeriveKey_throw,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa2048AlgoRS256F4Template_ok,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa4096AlgoRS512F4Template_ok,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa3072AlgoRS384F4Template_ok,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa3072AlgoRS256F4Template_ok,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa4096AlgoRS512F4TemplateWithManager_ok,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa3072AlgoRS384F4TemplateWithManager_ok,added
260f74c4c4de7b70f7b45865329d0bba694857d1,JwtRsaSsaPkcs1SignKeyManagerTest.java,testJwtRsa3072AlgoRS256F4TemplateWithManager_ok,added
260f74c4c4de7b70f7b45865329d0bba694857d1,SelfKeyTestValidatorsTest.java,testValidateRsaSsaPkcs1Valid,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testDeriveKey_throw,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testJwtRsa2048AlgoRS256F4Template_ok,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testJwtRsa4096AlgoRS512F4Template_ok,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testJwtRsa3072AlgoRS384F4Template_ok,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testJwtRsa3072AlgoRS256F4Template_ok,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testJwtRsa4096AlgoPS512F4TemplateWithManager_ok,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testJwtRsa3072AlgoPS384F4TemplateWithManager_ok,added
1af4b3610a8d869f7e939eee02116228847b5770,JwtRsaSsaPssSignKeyManagerTest.java,testJwtRsa3072AlgoPS256F4TemplateWithManager_ok,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP256AesSiv,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP384AesSiv,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP512AesSiv,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP256AesSiv_mutatedCiphertext_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP384AesSiv_mutatedCiphertext_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP512AesSiv_mutatedCiphertext_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP256AesSiv_mutatedContext_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP384AesSiv_mutatedContext_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP512AesSiv_mutatedContext_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP256AesSiv_mutatedSalt_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP384AesSiv_mutatedSalt_throws,added
a6cf11d472b138cbbc72c12a88811950b918a034,EciesAeadHkdfHybridDecryptTest.java,testEncryptDecryptP512AesSiv_mutatedSalt_throws,added
56bcbb7104fcf444756852e7b19b3894298a7532,ProtoKeyTest.java,testProtoKey_keyDataSYMMETRIC_shouldHaveSecret,added
56bcbb7104fcf444756852e7b19b3894298a7532,ProtoKeyTest.java,testProtoKey_keyDataUNKNOWN_shouldHaveSecret,added
56bcbb7104fcf444756852e7b19b3894298a7532,ProtoKeyTest.java,testProtoKey_keyDataREMOTE_shouldNotHaveSecret,added
56bcbb7104fcf444756852e7b19b3894298a7532,ProtoKeyTest.java,testGetKeyTemplate_shouldThrow,added
cc6cbc4a43c3d8cf7a31f6dc00e25b56ad97702b,JwtEcdsaSignVerifyTest.java,testSignVerify_ok,added
cc6cbc4a43c3d8cf7a31f6dc00e25b56ad97702b,JwtEcdsaSignVerifyTest.java,testSignVerify_wrongSignerAlgo_throw,added
cc6cbc4a43c3d8cf7a31f6dc00e25b56ad97702b,JwtEcdsaSignVerifyTest.java,testSignVerify_wrongVerifierAlgo_throw,added
cc6cbc4a43c3d8cf7a31f6dc00e25b56ad97702b,JwtEcdsaSignVerifyTest.java,testSignVerifyDifferentKey_throw,added
cc6cbc4a43c3d8cf7a31f6dc00e25b56ad97702b,JwtEcdsaSignVerifyTest.java,testSignVerifyNonAScii_throw,added
cc6cbc4a43c3d8cf7a31f6dc00e25b56ad97702b,JwtEcdsaSignVerifyTest.java,testSignVerify_bitFlipped_throw,added
824ab2328104c50b721767a86d820e7dd161b0e8,KeyHandleTest.java,testHasSecret_tinkKeyWithSecret_shouldReturnTrue,added
824ab2328104c50b721767a86d820e7dd161b0e8,KeyHandleTest.java,testHasSecret_tinkKeyWithoutSecret_shouldReturnFalse,added
824ab2328104c50b721767a86d820e7dd161b0e8,KeyHandleTest.java,testGetKey_tinkKeyWithoutSecret_noSecretKeyAccess_shouldWork,added
824ab2328104c50b721767a86d820e7dd161b0e8,KeyHandleTest.java,testGetKey_tinkKeyWithoutSecret_secretKeyAccess_shouldWork,added
824ab2328104c50b721767a86d820e7dd161b0e8,KeyHandleTest.java,testGetKey_tinkKeyWithSecret_secretKeyAccess_shouldWork,added
33ffac38b1d49aedab7d18dcf0ab7b31d3701ab2,JwtRsaSsaPssSignVerifyTest.java,testSignVerify_ok,added
33ffac38b1d49aedab7d18dcf0ab7b31d3701ab2,JwtRsaSsaPssSignVerifyTest.java,testSignVerify_wrongSignerAlgo_throw,added
33ffac38b1d49aedab7d18dcf0ab7b31d3701ab2,JwtRsaSsaPssSignVerifyTest.java,testSignVerify_wrongVerifierAlgo_throw,added
33ffac38b1d49aedab7d18dcf0ab7b31d3701ab2,JwtRsaSsaPssSignVerifyTest.java,testSignVerifyDifferentKey_throw,added
33ffac38b1d49aedab7d18dcf0ab7b31d3701ab2,JwtRsaSsaPssSignVerifyTest.java,testSignVerifyNonAScii_throw,added
33ffac38b1d49aedab7d18dcf0ab7b31d3701ab2,JwtRsaSsaPssSignVerifyTest.java,testSignVerify_bitFlipped_throw,added
33ffac38b1d49aedab7d18dcf0ab7b31d3701ab2,JwtRsaSsaPssSignVerifyTest.java,testSignVerify_smallKeySign_throw,added
